account number,name,sku,category,quantity,unit price,ext price,date
758133,"Kihn, McClure and Denesik",QN-82852,Belt,18,94.04,1692.72,7/25/2014 18:30
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,15,94,1410,7/22/2014 11:45
201259,Koelpin PLC,GS-86623,Shoes,5,26.55,132.75,11/22/2013 5:59
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,5,64.85,324.25,5/13/2014 16:03
734922,Berge LLC,QN-82852,Belt,5,16.73,83.65,3/1/2014 13:41
555594,"Ernser, Cruickshank and Lind",LL-46261,Shoes,7,46.6,326.2,9/6/2014 15:20
98022,Heidenreich-Bosco,QN-82852,Belt,6,48.13,288.78,11/4/2013 3:41
296809,Carroll PLC,FK-71853,Shirt,3,55.6,166.8,11/27/2013 18:35
296809,Carroll PLC,LL-46261,Shoes,19,78.56,1492.64,7/19/2014 20:45
201259,Koelpin PLC,QN-82852,Belt,5,25.46,127.3,10/23/2013 7:39
563905,"Kerluke, Reilly and Bechtelar",WJ-02096,Belt,9,43.28,389.52,8/24/2014 22:30
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,15,41.15,617.25,2/12/2014 5:07
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,19,39.29,746.51,3/21/2014 14:27
758133,"Kihn, McClure and Denesik",QN-82852,Belt,9,46.44,417.96,7/2/2014 6:59
659366,Waelchi-Fahey,QN-82852,Belt,1,95.03,95.03,3/31/2014 10:31
98022,Heidenreich-Bosco,FK-71853,Shirt,16,82.77,1324.32,7/21/2014 8:11
676847,Hamill-Hackett,LL-46261,Shoes,6,72.06,432.36,8/10/2014 14:34
659366,Waelchi-Fahey,MJ-21460,Shoes,5,43.64,218.2,1/30/2014 19:04
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,2,76.42,152.84,9/9/2014 14:28
659366,Waelchi-Fahey,VG-32047,Shirt,11,25.74,283.14,2/6/2014 22:09
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,2,40.68,81.36,6/20/2014 3:39
659366,Waelchi-Fahey,WJ-02096,Belt,4,12.66,50.64,6/1/2014 3:07
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,3,21.25,63.75,3/8/2014 5:49
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,16,96.47,1543.52,3/17/2014 15:44
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,9,34.83,313.47,1/28/2014 15:52
524021,Hegmann and Sons,KV-99194,Shirt,1,24.9,24.9,7/5/2014 14:02
929400,"Senger, Upton and Breitenberg",KV-99194,Shirt,11,19.26,211.86,12/1/2013 21:23
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,7,84.46,591.22,11/15/2013 23:56
850140,Kunze Inc,LW-86841,Shoes,14,62.03,868.42,3/29/2014 3:29
299771,"Kuphal, Zieme and Kub",KV-99194,Shirt,3,79,237,11/26/2013 8:15
711951,Kilback-Gerlach,KV-99194,Shirt,12,31.44,377.28,12/15/2013 21:44
524021,Hegmann and Sons,WJ-02096,Belt,2,73.96,147.92,12/8/2013 4:33
115138,Gorczany-Hahn,QN-82852,Belt,18,18.41,331.38,5/7/2014 4:59
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,18,39.11,703.98,1/19/2014 6:06
115138,Gorczany-Hahn,FK-71853,Shirt,5,94.62,473.1,2/14/2014 22:33
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,7,50.85,355.95,7/25/2014 14:33
115138,Gorczany-Hahn,AS-93055,Shirt,7,45.14,315.98,4/13/2014 9:02
296809,Carroll PLC,FK-71853,Shirt,6,15.69,94.14,5/9/2014 2:08
98022,Heidenreich-Bosco,QN-82852,Belt,10,76.76,767.6,12/8/2013 18:53
850140,Kunze Inc,LW-86841,Shoes,20,53.03,1060.6,8/20/2014 20:57
304860,Huel-Haag,GS-86623,Shoes,2,78.64,157.28,4/24/2014 6:13
93356,Waters-Walker,QN-82852,Belt,19,72.11,1370.09,2/22/2014 7:22
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,33.21,531.36,9/5/2014 17:43
850140,Kunze Inc,AS-93055,Shirt,8,59.23,473.84,4/15/2014 2:11
93356,Waters-Walker,LL-46261,Shoes,13,81.45,1058.85,11/2/2013 14:31
115138,Gorczany-Hahn,AS-93055,Shirt,3,61.04,183.12,5/26/2014 22:06
850140,Kunze Inc,AS-93055,Shirt,2,39.31,78.62,3/5/2014 15:04
524021,Hegmann and Sons,FK-71853,Shirt,7,60.29,422.03,8/15/2014 15:41
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,14,46.43,650.02,5/17/2014 10:02
750461,"Volkman, Goyette and Lemke",WJ-02096,Belt,15,15.12,226.8,3/16/2014 15:37
296809,Carroll PLC,LL-46261,Shoes,8,51.47,411.76,1/9/2014 11:37
734922,Berge LLC,MJ-21460,Shoes,15,91.88,1378.2,12/10/2013 12:02
296809,Carroll PLC,VG-32047,Shirt,16,82.36,1317.76,3/24/2014 12:29
98022,Heidenreich-Bosco,LL-46261,Shoes,8,84.24,673.92,4/18/2014 19:19
659366,Waelchi-Fahey,GS-86623,Shoes,10,88.36,883.6,8/24/2014 23:09
676847,Hamill-Hackett,LW-86841,Shoes,10,47.2,472,5/5/2014 18:51
929400,"Senger, Upton and Breitenberg",WJ-02096,Belt,20,51.16,1023.2,10/31/2013 15:48
304860,Huel-Haag,KV-99194,Shirt,3,55.75,167.25,11/22/2013 4:34
201259,Koelpin PLC,MJ-21460,Shoes,13,81.58,1060.54,2/10/2014 1:33
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,1,13.47,13.47,8/7/2014 4:18
676847,Hamill-Hackett,VG-32047,Shirt,11,23.33,256.63,12/29/2013 2:31
98022,Heidenreich-Bosco,WJ-02096,Belt,12,84.23,1010.76,1/28/2014 0:34
659366,Waelchi-Fahey,LL-46261,Shoes,17,98.86,1680.62,5/10/2014 2:37
850140,Kunze Inc,KV-99194,Shirt,5,12.07,60.35,10/24/2013 8:39
676847,Hamill-Hackett,AS-93055,Shirt,8,87.5,700,1/26/2014 12:58
659366,Waelchi-Fahey,VG-32047,Shirt,8,63.37,506.96,5/2/2014 1:13
524021,Hegmann and Sons,FK-71853,Shirt,9,87.07,783.63,9/10/2014 21:37
98022,Heidenreich-Bosco,KV-99194,Shirt,2,88.57,177.14,12/31/2013 8:53
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,1,16.29,16.29,4/25/2014 4:33
201259,Koelpin PLC,GS-86623,Shoes,8,55.16,441.28,8/14/2014 3:02
995267,Cole-Eichmann,MJ-21460,Shoes,20,25.66,513.2,3/24/2014 3:39
98022,Heidenreich-Bosco,LL-46261,Shoes,13,19.69,255.97,1/28/2014 23:58
305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,71.28,213.84,8/7/2014 10:01
524021,Hegmann and Sons,QN-82852,Belt,6,57.14,342.84,8/24/2014 6:07
659366,Waelchi-Fahey,MJ-21460,Shoes,3,97.92,293.76,8/3/2014 14:44
555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,9,60.94,548.46,9/14/2014 1:36
93356,Waters-Walker,LL-46261,Shoes,6,51.18,307.08,7/31/2014 17:50
659366,Waelchi-Fahey,FK-71853,Shirt,18,62.58,1126.44,3/31/2014 8:44
750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,77.42,1006.46,7/16/2014 0:38
93356,Waters-Walker,LL-46261,Shoes,11,36.49,401.39,12/26/2013 18:47
305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,17,57.5,977.5,2/25/2014 14:46
296809,Carroll PLC,WJ-02096,Belt,17,76.08,1293.36,11/14/2013 23:35
659366,Waelchi-Fahey,FK-71853,Shirt,14,11.91,166.74,3/9/2014 23:23
850140,Kunze Inc,LW-86841,Shoes,17,82.86,1408.62,10/2/2014 16:34
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,16,51.93,830.88,1/17/2014 8:36
299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,17,96.71,1644.07,9/4/2014 18:21
115138,Gorczany-Hahn,QN-82852,Belt,15,25.75,386.25,11/30/2013 12:14
850140,Kunze Inc,AS-93055,Shirt,6,38.77,232.62,6/19/2014 22:24
304860,Huel-Haag,LW-86841,Shoes,6,52.93,317.58,12/3/2013 2:57
711951,Kilback-Gerlach,MJ-21460,Shoes,17,97.99,1665.83,1/15/2014 22:54
659366,Waelchi-Fahey,QN-82852,Belt,10,36.72,367.2,6/18/2014 14:02
734922,Berge LLC,MJ-21460,Shoes,9,84.43,759.87,6/23/2014 9:12
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,11,68.13,749.43,5/9/2014 9:32
299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,6,92.62,555.72,6/19/2014 12:30
995267,Cole-Eichmann,KV-99194,Shirt,8,51.86,414.88,11/23/2013 2:03
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,52.45,996.55,8/8/2014 3:00
304860,Huel-Haag,KV-99194,Shirt,19,32.23,612.37,10/2/2014 1:11
563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,4,61.06,244.24,5/9/2014 3:27
711951,Kilback-Gerlach,AS-93055,Shirt,11,44.56,490.16,2/23/2014 5:35
115138,Gorczany-Hahn,WJ-02096,Belt,1,58.03,58.03,12/11/2013 14:01
758133,"Kihn, McClure and Denesik",QN-82852,Belt,11,39.89,438.79,5/18/2014 15:53
524021,Hegmann and Sons,MJ-21460,Shoes,18,51.46,926.28,7/8/2014 18:37
676847,Hamill-Hackett,AS-93055,Shirt,12,92.28,1107.36,4/28/2014 21:34
115138,Gorczany-Hahn,FK-71853,Shirt,20,32.53,650.6,10/22/2014 10:04
304860,Huel-Haag,VG-32047,Shirt,6,67.49,404.94,9/17/2014 12:35
296809,Carroll PLC,VG-32047,Shirt,11,14.92,164.12,1/14/2014 5:53
299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,3,16.5,49.5,8/9/2014 14:56
734922,Berge LLC,WJ-02096,Belt,20,25.09,501.8,2/15/2014 0:17
711951,Kilback-Gerlach,KV-99194,Shirt,20,72.86,1457.2,12/27/2013 3:41
304860,Huel-Haag,WJ-02096,Belt,4,60.95,243.8,1/20/2014 10:14
676847,Hamill-Hackett,QN-82852,Belt,12,47.05,564.6,10/24/2013 7:27
850140,Kunze Inc,VG-32047,Shirt,20,36,720,11/19/2013 4:49
555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,3,25.52,76.56,12/15/2013 23:23
98022,Heidenreich-Bosco,QN-82852,Belt,3,43.89,131.67,2/6/2014 22:02
98022,Heidenreich-Bosco,LL-46261,Shoes,6,55.68,334.08,2/25/2014 2:43
734922,Berge LLC,KV-99194,Shirt,13,21.76,282.88,9/16/2014 19:43
659366,Waelchi-Fahey,VG-32047,Shirt,14,85.44,1196.16,6/4/2014 14:34
711951,Kilback-Gerlach,AS-93055,Shirt,20,88.71,1774.2,8/14/2014 19:08
929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,1,32.44,32.44,6/21/2014 4:34
758133,"Kihn, McClure and Denesik",FK-71853,Shirt,12,40.53,486.36,3/6/2014 3:01
711951,Kilback-Gerlach,LL-46261,Shoes,8,41.95,335.6,5/18/2014 0:50
98022,Heidenreich-Bosco,KV-99194,Shirt,3,41.04,123.12,10/9/2014 15:27
750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,4,65.64,262.56,2/15/2014 17:07
734922,Berge LLC,FK-71853,Shirt,4,59,236,8/15/2014 7:13
296809,Carroll PLC,GS-86623,Shoes,19,20.01,380.19,11/20/2013 14:26
711951,Kilback-Gerlach,LL-46261,Shoes,18,37.06,667.08,7/9/2014 17:04
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,8,13.41,107.28,12/21/2013 4:32
115138,Gorczany-Hahn,AS-93055,Shirt,19,36.84,699.96,9/13/2014 6:33
659366,Waelchi-Fahey,KV-99194,Shirt,18,13.47,242.46,3/25/2014 4:34
299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,11,87.09,957.99,10/22/2013 16:08
201259,Koelpin PLC,QN-82852,Belt,19,18.85,358.15,7/2/2014 12:21
850140,Kunze Inc,LW-86841,Shoes,7,56.99,398.93,6/25/2014 22:06
115138,Gorczany-Hahn,AS-93055,Shirt,20,31.99,639.8,9/15/2014 19:14
304860,Huel-Haag,GS-86623,Shoes,14,27.24,381.36,3/14/2014 4:16
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,11,51.07,561.77,3/6/2014 9:21
524021,Hegmann and Sons,GS-86623,Shoes,11,40.32,443.52,2/7/2014 7:39
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,19,62.8,1193.2,8/27/2014 15:48
115138,Gorczany-Hahn,LW-86841,Shoes,5,33.56,167.8,9/20/2014 7:43
299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,17,60.22,1023.74,9/26/2014 18:44
296809,Carroll PLC,GS-86623,Shoes,8,21.41,171.28,9/11/2014 18:45
296809,Carroll PLC,KV-99194,Shirt,13,43.03,559.39,1/20/2014 19:43
93356,Waters-Walker,LL-46261,Shoes,11,76.8,844.8,2/23/2014 18:36
850140,Kunze Inc,MJ-21460,Shoes,12,81.66,979.92,9/4/2014 3:23
995267,Cole-Eichmann,FK-71853,Shirt,16,63.2,1011.2,6/22/2014 9:34
711951,Kilback-Gerlach,LW-86841,Shoes,1,95.18,95.18,11/16/2013 10:27
201259,Koelpin PLC,VG-32047,Shirt,10,20.2,202,10/2/2014 18:38
305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,15,59.34,890.1,12/4/2013 2:43
296809,Carroll PLC,WJ-02096,Belt,16,91.77,1468.32,2/23/2014 18:10
734922,Berge LLC,MJ-21460,Shoes,4,87.65,350.6,4/26/2014 20:59
711951,Kilback-Gerlach,LL-46261,Shoes,13,34.4,447.2,4/27/2014 2:17
734922,Berge LLC,LL-46261,Shoes,18,44.89,808.02,5/28/2014 15:41
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,15,75,1125,9/25/2014 18:00
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,8,19.05,152.4,1/8/2014 0:39
115138,Gorczany-Hahn,WJ-02096,Belt,5,13.31,66.55,6/2/2014 11:41
304860,Huel-Haag,KV-99194,Shirt,5,58.12,290.6,8/2/2014 12:08
676847,Hamill-Hackett,LL-46261,Shoes,19,58.95,1120.05,3/12/2014 6:27
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,16,51.28,820.48,12/19/2013 5:40
659366,Waelchi-Fahey,KV-99194,Shirt,2,35.44,70.88,10/25/2013 14:47
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,79.23,1267.68,9/20/2014 9:36
524021,Hegmann and Sons,LW-86841,Shoes,2,19.42,38.84,8/23/2014 3:19
93356,Waters-Walker,KV-99194,Shirt,9,70.81,637.29,1/30/2014 11:06
555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,27.65,276.5,8/5/2014 2:49
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,18,53.57,964.26,11/9/2013 7:53
98022,Heidenreich-Bosco,GS-86623,Shoes,19,87.08,1654.52,9/20/2014 22:36
304860,Huel-Haag,AS-93055,Shirt,3,88.25,264.75,11/22/2013 2:08
115138,Gorczany-Hahn,MJ-21460,Shoes,16,74.73,1195.68,10/8/2014 7:30
758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,39.14,587.1,8/2/2014 17:24
850140,Kunze Inc,LW-86841,Shoes,5,63.32,316.6,2/13/2014 19:42
305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,7,18.99,132.93,4/17/2014 16:31
93356,Waters-Walker,FK-71853,Shirt,6,48.34,290.04,10/7/2014 11:12
93356,Waters-Walker,MJ-21460,Shoes,1,76.61,76.61,5/7/2014 10:17
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,11,10.12,111.32,3/29/2014 5:53
995267,Cole-Eichmann,AS-93055,Shirt,20,96.14,1922.8,8/2/2014 19:08
304860,Huel-Haag,MJ-21460,Shoes,10,69.19,691.9,1/7/2014 14:36
563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,16,64.75,1036,2/11/2014 9:04
201259,Koelpin PLC,LW-86841,Shoes,1,62.87,62.87,1/1/2014 22:40
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,13,13.05,169.65,9/4/2014 16:33
93356,Waters-Walker,KV-99194,Shirt,2,96.8,193.6,7/13/2014 9:44
98022,Heidenreich-Bosco,LL-46261,Shoes,6,23.04,138.24,3/2/2014 3:45
850140,Kunze Inc,KV-99194,Shirt,8,35.98,287.84,5/20/2014 14:38
115138,Gorczany-Hahn,AS-93055,Shirt,9,14.71,132.39,3/1/2014 13:31
995267,Cole-Eichmann,GS-86623,Shoes,2,43.85,87.7,6/9/2014 21:31
563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,9,52.42,471.78,5/22/2014 11:49
98022,Heidenreich-Bosco,QN-82852,Belt,15,20.07,301.05,6/27/2014 12:15
659366,Waelchi-Fahey,QN-82852,Belt,17,56.27,956.59,2/9/2014 14:52
98022,Heidenreich-Bosco,QN-82852,Belt,8,79.2,633.6,6/7/2014 18:59
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,7,97.93,685.51,4/5/2014 0:29
524021,Hegmann and Sons,QN-82852,Belt,8,49.06,392.48,5/3/2014 20:50
750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,5,62.46,312.3,5/13/2014 14:52
305803,"Davis, Kshlerin and Reilly",FK-71853,Shirt,20,11.96,239.2,9/4/2014 18:27
201259,Koelpin PLC,KV-99194,Shirt,12,91.33,1095.96,3/1/2014 9:46
115138,Gorczany-Hahn,WJ-02096,Belt,3,93.5,280.5,8/25/2014 21:36
98022,Heidenreich-Bosco,GS-86623,Shoes,19,26.88,510.72,4/7/2014 7:12
555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,8,49.15,393.2,10/12/2014 21:49
98022,Heidenreich-Bosco,WJ-02096,Belt,7,52.04,364.28,11/7/2013 19:58
995267,Cole-Eichmann,KV-99194,Shirt,13,97.04,1261.52,6/17/2014 8:28
555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,6,29.88,179.28,9/4/2014 14:54
524021,Hegmann and Sons,KV-99194,Shirt,6,62.36,374.16,1/7/2014 3:14
524021,Hegmann and Sons,AS-93055,Shirt,15,88.44,1326.6,10/15/2014 1:54
711951,Kilback-Gerlach,KV-99194,Shirt,16,79.71,1275.36,8/30/2014 6:23
676847,Hamill-Hackett,LW-86841,Shoes,11,96.57,1062.27,1/9/2014 13:36
296809,Carroll PLC,VG-32047,Shirt,12,79.85,958.2,1/16/2014 11:38
93356,Waters-Walker,AS-93055,Shirt,2,47.74,95.48,3/22/2014 2:00
995267,Cole-Eichmann,KV-99194,Shirt,18,97.33,1751.94,1/16/2014 12:27
676847,Hamill-Hackett,FK-71853,Shirt,18,98.39,1771.02,1/6/2014 8:14
995267,Cole-Eichmann,LL-46261,Shoes,2,94.06,188.12,12/16/2013 21:29
929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,11,19.17,210.87,10/26/2013 13:17
305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,18,20.74,373.32,10/22/2013 20:01
995267,Cole-Eichmann,AS-93055,Shirt,7,80.69,564.83,1/10/2014 21:42
93356,Waters-Walker,AS-93055,Shirt,15,84.23,1263.45,7/18/2014 4:09
524021,Hegmann and Sons,GS-86623,Shoes,9,39.14,352.26,11/17/2013 23:11
929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,67.36,673.6,11/2/2013 3:09
734922,Berge LLC,VG-32047,Shirt,14,93.45,1308.3,2/10/2014 7:13
201259,Koelpin PLC,LL-46261,Shoes,8,62.68,501.44,11/10/2013 16:34
555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,13,86.33,1122.29,10/23/2013 2:35
711951,Kilback-Gerlach,GS-86623,Shoes,1,25.23,25.23,2/15/2014 18:56
555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,14,93.56,1309.84,10/21/2014 14:14
296809,Carroll PLC,LW-86841,Shoes,19,22.36,424.84,7/8/2014 0:03
711951,Kilback-Gerlach,LW-86841,Shoes,13,72.82,946.66,2/10/2014 18:44
98022,Heidenreich-Bosco,AS-93055,Shirt,4,22.33,89.32,5/22/2014 10:55
929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,5,41.67,208.35,12/4/2013 8:24
296809,Carroll PLC,MJ-21460,Shoes,13,29.69,385.97,3/25/2014 9:03
758133,"Kihn, McClure and Denesik",GS-86623,Shoes,20,20.83,416.6,9/7/2014 19:59
524021,Hegmann and Sons,LW-86841,Shoes,12,96.49,1157.88,8/24/2014 2:46
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,15,51.35,770.25,5/13/2014 12:39
563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,90.96,1455.36,11/2/2013 9:19
711951,Kilback-Gerlach,LW-86841,Shoes,12,22.81,273.72,9/17/2014 2:46
93356,Waters-Walker,AS-93055,Shirt,19,28.76,546.44,12/19/2013 19:43
98022,Heidenreich-Bosco,VG-32047,Shirt,2,35.71,71.42,7/3/2014 3:16
296809,Carroll PLC,LL-46261,Shoes,9,32.75,294.75,2/8/2014 10:48
758133,"Kihn, McClure and Denesik",LW-86841,Shoes,2,92.23,184.46,2/18/2014 3:57
524021,Hegmann and Sons,MJ-21460,Shoes,12,18.24,218.88,5/1/2014 16:46
305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,6,49.81,298.86,11/1/2013 16:31
304860,Huel-Haag,QN-82852,Belt,2,22.38,44.76,1/23/2014 23:47
929400,"Senger, Upton and Breitenberg",QN-82852,Belt,10,25.65,256.5,12/20/2013 14:10
299771,"Kuphal, Zieme and Kub",QN-82852,Belt,12,37.5,450,12/30/2013 4:04
115138,Gorczany-Hahn,VG-32047,Shirt,20,72.35,1447,8/11/2014 19:02
758133,"Kihn, McClure and Denesik",LL-46261,Shoes,2,48.21,96.42,9/16/2014 16:12
711951,Kilback-Gerlach,VG-32047,Shirt,1,91.96,91.96,10/23/2013 15:08
929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,7,62.27,435.89,12/30/2013 1:55
93356,Waters-Walker,KV-99194,Shirt,20,99.74,1994.8,4/18/2014 15:39
98022,Heidenreich-Bosco,QN-82852,Belt,15,82.82,1242.3,3/27/2014 4:42
734922,Berge LLC,GS-86623,Shoes,8,85.04,680.32,2/26/2014 14:43
995267,Cole-Eichmann,LW-86841,Shoes,10,73.24,732.4,6/7/2014 10:04
93356,Waters-Walker,AS-93055,Shirt,9,68.62,617.58,8/12/2014 8:06
304860,Huel-Haag,QN-82852,Belt,1,57.33,57.33,8/27/2014 11:27
850140,Kunze Inc,KV-99194,Shirt,9,27.16,244.44,2/8/2014 6:22
659366,Waelchi-Fahey,LW-86841,Shoes,10,56.56,565.6,10/1/2014 11:38
296809,Carroll PLC,WJ-02096,Belt,20,14.37,287.4,7/20/2014 17:22
758133,"Kihn, McClure and Denesik",WJ-02096,Belt,11,60.5,665.5,8/3/2014 10:39
850140,Kunze Inc,GS-86623,Shoes,16,19.66,314.56,5/3/2014 21:18
93356,Waters-Walker,GS-86623,Shoes,13,90.95,1182.35,6/14/2014 12:43
304860,Huel-Haag,LL-46261,Shoes,9,98.22,883.98,7/26/2014 1:10
98022,Heidenreich-Bosco,LW-86841,Shoes,14,74.83,1047.62,6/27/2014 5:58
